,Unnamed: 0,Word,3singular,Present Participle,Simple Past,Past Participle,Word_uk,Word_ru,ru_I,ru_they,ru_we,ru_you_vu,ru_you_tu,ru_3s,uk_I,uk_they,uk_we,uk_you_vu,uk_you_tu,uk_3s
475,476,reply,replies,replying,replied,replied,відповісти,отвечать,отвечаю,отвечают,отвечаем,отвечаете,ответь,отвечает,відповідаю,відповідають,відповідаємо,відповідаєте,відповідай,відповідає
476,477,shake,shakes,shaking,shook,shaken,струсити,встряхнуть,трясусь,трясутся,трясемся,трясете,дрожишь,трясется,трусюсь,тремтять,трясемося,трусите,тремтиш,трясеться
477,478,fix,fixes,fixing,fixt,fixt,виправити,исправить,сделаю,исправляют,исправляем,исправите,исправь,исправляет,зроблю,виправляють,виправляємо,виправите,виправ,виправляє
478,479,pretend,pretends,pretending,pretended,pretended,прикидатися,притворяться,притворяюсь,притворяются,притворяемся,притворяешься,притворяешься,притворяется,вдаю,прикидаються,прикидаємося,вдаєш,вдаєш,прикидається
479,480,consult,consults,consulting,consulted,consulted,проконсультуватися,консультироваться,консультируюсь,консультируются,консультируем,консультируетесь,советуешься,консультируется,консультуюсь,консультуються,консультуємо,консультуєтеся,радишся,консультується
480,481,divide,divides,dividing,divided,divided,розділяти,разделять,делю,делят,делим,делите,делишь,делит,поділяю,ділять,ділимо,ділите,ділиш,ділить
481,482,engage,engages,engaging,engaged,engaged,займатися,привлекать,занимаюсь,занимаются,занимаемся,занимаетесь,занимаешься,занимается,займаюсь,займаються,займаємося,займаєтеся,займаєшся,займається
482,483,search,searches,searching,searched,searched,пошук,поиск,ищу,ищут,ищем,ищете,ищешь,ищет,шукаю,шукають,шукаємо,шукаєте,шукаєш,шукає
483,484,fulfil,fulfils,fulfilling,fulfilled,fulfilled,виконувати,выполнить,выполняю,выполняют,выполняем,выполняете,исполняешь,выполняет,виконую,виконують,виконуємо,виконуєте,виконуєш,виконує
484,485,exploit,exploits,exploiting,exploited,exploited,експлуатувати,использовать,эксплуатирую,эксплуатируют,эксплуатируем,эксплуатируете,эксплуатируешь,эксплуатирует,експлуатую,експлуатують,експлуатуємо,експлуатуєте,експлуатуєш,експлуатує
485,486,rule,rules,ruling,ruled,ruled,правило,правило,правлю,правят,правим,правило,правило,правит,правлю,правлять,правимо,правило,правило,править
486,487,process,processes,processing,processed,processed,процес,процесс,обрабатываю,обрабатывают,обрабатываем,обрабатываете,процесс,обрабатывает,обробляю,обробляють,обробляємо,обробляєте,процес,обробляє
487,488,fetch,fetches,fetching,fetched,fetched,принести,принести,приношу,приносят,получаем,приносите,приносишь,приносит,приношу,приносять,отримуємо,приносите,приносиш,приносить
488,489,convey,conveys,conveying,conveyed,conveyed,передати,передавать,передаю,передают,передаем,передаете,передаешь,передает,передаю,передають,передаємо,передаєте,передаєш,передає
489,490,shed,sheds,shedding,shed,shed,сарай,сбрасывать,пролил,линяют,сбрасываем,сарай,пролил,линяет,пролив,линяють,скидаємо,сарай,пролив,линяє
490,491,market,markets,marketing,marketed,marketed,ринку,рынок,рынок,продают,продаем,рынок,рынок,продает,ринок,продають,продаємо,ринок,ринок,продає
491,492,fancy,fancies,fancying,fancied,fancied,уява,изысканный,кажется,нравится,нравится,любишь,любишь,нравится,здається,подобається,подобається,любиш,любиш,подобається
492,493,smoke,smokes,smoking,smoked,smoked,дим,дым,курю,курят,курим,курите,куришь,курит,курю,палять,куримо,курите,куриш,палить
493,494,smell,smells,smelling,smelled,smelled,запах,запах,нюхаю,пахнут,пахнем,пахнешь,пахнешь,пахнет,нюхаю,пахнуть,пахнемо,пахнеш,пахнеш,пахне
494,495,thrust,thrusts,thrusting,thrust,thrust,тяга,толкать,толкнул,толкают,толкаем,толкаете,толкнул,толкает,штовхнув,штовхають,штовхаємо,штовхаєте,штовхнув,штовхає
495,496,incorporate,incorporates,incorporating,incorporated,incorporated,включати,включить,включаю,включают,включаем,включаете,инкорпорируешь,включает,вмикаю,включають,включаємо,включаєте,інкорпоруєш,включає
496,497,restrict,restricts,restricting,restricted,restricted,обмежувати,ограничивать,ограничиваю,ограничивают,ограничиваем,ограничиваете,ограничиваешь,ограничивает,обмежую,обмежують,обмежуємо,обмежуєте,обмежуєш,обмежує
497,498,warn,warns,warning,warned,warned,попередити,предупреждать,предупреждаю,предупреждают,предупреждаем,предупреждаете,предупреждаешь,предупреждает,попереджаю,попереджають,попереджаємо,попереджаєте,попереджаєш,попереджає
498,499,eliminate,eliminates,eliminating,eliminated,eliminated,ліквідувати,устранять,устраняю,устраняют,устраняем,устраняете,устраняешь,устраняет,усуваю,усувають,усуваємо,усуваєте,усуваєш,усуває
499,500,kiss,kisses,kissing,kissed,kissed,поцілунок,целовать,поцелую,целуют,целуемся,целуешь,целуешь,целует,поцілую,цілують,цілуємось,цілуєш,цілуєш,цілує
500,501,announce,announces,announcing,announced,announced,оголосити,объявить,объявляю,объявляют,объявляем,объявляете,объявляешь,объявляет,оголошую,оголошують,оголошуємо,оголошуєте,оголошуєш,оголошує
501,502,evaluate,evaluates,evaluating,evaluated,evaluated,оцінити,оценивать,оцениваю,оценивают,оцениваем,оцениваете,оцениваешь,оценивает,оцінюю,оцінюють,оцінюємо,оцінюєте,оцінюєш,оцінює
502,503,convert,converts,converting,converted,converted,конвертувати,конвертировать,конвертирую,конвертируют,конвертируем,конвертируете,конвертируешь,обращает,конвертую,конвертують,конвертуємо,конвертуєте,конвертуєш,звертає
503,504,retire,retires,retiring,retired,retired,вийти на пенсію,уходить в отставку,ухожу,уходят,уходим,уходите,уходишь,уходит,йду,йдуть,йдемо,йдіть,йдеш,йде
504,505,adjust,adjusts,adjusting,adjusted,adjusted,налаштувати,регулировать,приспосабливаюсь,приспосабливаются,корректируем,регулируете,настраиваешь,приспосабливается,пристосовуюсь,пристосовуються,коригуємо,регулюєте,налаштовуєш,пристосовується
505,506,ease,eases,easing,eased,eased,легкість,простота,облегчаю,облегчают,облегчаем,легкость,расслабься,облегчает,полегшую,полегшують,полегшуємо,легкість,розслабся,полегшує
506,507,breathe,breathes,breathing,breathed,breathed,дихати,дышать,дышу,дышат,дышим,дышите,дышишь,дышит,дихаю,дихають,дихаємо,дихайте,дихаєш,дихає
507,508,pour,pours,pouring,poured,poured,наливати,налить,наливаю,наливают,наливаем,наливаете,наливаешь,наливает,наливаю,наливають,наливаємо,наливаєте,наливаєш,наливає
508,509,knit,knits,knitting,knit,knit,в'язати,вязать,вяжу,вяжут,вяжем,вяжете,вяжешь,вяжет,в'яжу,в'яжуть,в'яжемо,в'яжете,в'яжеш,в'яже
509,510,exceed,exceeds,exceeding,exceeded,exceeded,перевищувати,превосходить,превосходю,превышают,превосходим,превышаете,превосходишь,превосходит,переважаю,перевищують,переважаємо,перевищуєте,перевершуєш,перевершує
510,511,back,backs,backing,backed,backed,назад,назад,вернулся,поддерживают,вернулись,назад,вернулся,поддерживает,повернувся,підтримують,повернулися,назад,повернувся,підтримує
511,512,approve,approves,approving,approved,approved,затвердити,утвердить,одобряю,одобряют,одобряем,одобряете,одобряешь,одобряет,схвалюю,схвалюють,схвалюємо,схвалюєте,схвалюєш,схвалює
512,513,trace,traces,tracing,traced,traced,слід,след,отслеживаю,прослеживают,прослеживаем,след,след,прослеживает,відстежую,простежують,простежуємо,слід,слід,простежує
513,514,register,registers,registering,registered,registered,зареєструватися,регистр,регистрируюсь,регистрируются,регистрируем,регистрируетесь,зарегистрируйся,регистрируется,реєструюсь,реєструються,реєструємо,реєструєтеся,зареєструйся,реєструється
514,515,calculate,calculates,calculating,calculated,calculated,розрахувати,рассчитать,вычисляю,вычисляют,рассчитываем,вычисляете,вычисляешь,вычисляет,обчислюю,обчислюють,розраховуємо,обчислюєте,обчислюєш,обчислює
515,516,occupy,occupies,occupying,occupied,occupied,займати,занимать,занимаю,занимают,занимаем,занимаете,занимаешь,занимает,займаю,займають,займаємо,займаєте,займаєш,займає
516,517,stimulate,stimulates,stimulating,stimulated,stimulated,стимулювати,стимулировать,стимулирую,стимулируют,стимулируем,стимулируете,стимулируешь,стимулирует,стимулюю,стимулюють,стимулюємо,стимулюєте,стимулюєш,стимулює
517,518,print,prints,printing,printed,printed,друкувати,Распечатать,печатаю,печатают,печатаем,печатаете,печатаешь,печатает,друкую,друкують,друкуємо,друкуєте,друкуєш,друкує
518,519,stress,stresses,stressing,stressed,stressed,стрес,стресс,подчеркиваю,подчеркивают,подчеркиваем,стресс,стресс,подчеркивает,підкреслюю,підкреслюють,підкреслюємо,стрес,стрес,підкреслює
519,520,appoint,appoints,appointing,appointed,appointed,призначити,назначать,назначаю,назначают,назначаем,назначаете,назначаешь,назначает,призначаю,призначають,призначаємо,призначаєте,призначаєш,призначає
520,521,free,frees,freeing,freed,freed,безкоштовно,бесплатно,свободен,бесплатно,бесплатно,свободны,свободен,освобождает,вільний,безкоштовно,безкоштовно,вільні,вільний,звільняє
521,522,interfere,interferes,interfering,interfered,interfered,заважати,вмешиваться,вмешиваюсь,мешают,мешаем,вмешиваетесь,вмешиваешься,мешает,втручаюсь,заважають,заважаємо,втручаєтесь,втручаєшся,заважає
522,523,object,objects,objecting,objected,objected,об'єкт,объект,объект,возражают,возражаем,объект,возражаешь,возражает,об'єкт,заперечують,заперечуємо,об'єкт,заперечуєш,заперечує
523,524,boost,boosts,boosting,boosted,boosted,підвищення,способствовать росту,повышаю,повышают,веб-ускорение,повышаете,повышаешь,повышает,підвищую,підвищують,веб-прискорення,підвищуєте,підвищуєш,підвищує
524,525,smile,smiles,smiling,smiled,smiled,усмішка,улыбка,улыбаюсь,улыбаются,улыбаемся,улыбаешься,улыбаешься,улыбается,посміхаюсь,посміхаються,посміхаємося,посміхаєшся,посміхаєшся,посміхається
525,526,facilitate,facilitates,facilitating,facilitated,facilitated,сприяти,способствовать,облегчаю,облегчают,способствуем,облегчаете,помогаешь,способствует,полегшую,полегшують,сприяємо,полегшуєте,допомагаєш,сприяє
526,527,lack,lacks,lacking,lacked,lacked,відсутність,недостаток,не,не,нуждаемся,не,не,не,не,не,потребуємо,не,не,не
527,528,cease,ceases,ceasing,ceased,ceased,припинити,прекратить,прекращаю,прекращают,прекращаем,прекращаете,перестань,прекращает,припиняю,припиняють,припиняємо,припиняєте,перестань,припиняє
528,529,enforce,enforces,enforcing,enforced,enforced,примушувати,применять,применяю,обеспечивают,применяем,обеспечиваете,навязываешь,принуждает,застосовую,забезпечують,застосовуємо,забезпечуєте,нав'язуєш,примушує
529,530,adapt,adapts,adapting,adapted,adapted,адаптуватися,адаптировать,приспосабливаюсь,адаптируются,адаптируем,адаптируете,адаптируешься,приспосабливается,пристосовуюсь,адаптуються,адаптуємо,адаптуєте,адаптуєшся,пристосовується
530,531,tie,ties,tying,tied,tied,краватка,галстук,завязываю,связывают,связываем,галстук,галстук,связывает,зав'язую,пов'язують,пов'язуємо,краватка,краватка,пов'язує
531,532,quote,quotes,quoting,quoted,quoted,цитата,цитировать,цитирую,цитируют,цитируем,цитируете,цитируешь,цитирует,цитую,цитують,цитуємо,цитуєте,цитуєш,цитує
532,533,dominate,dominates,dominating,dominated,dominated,домінувати,доминировать,доминирую,доминируют,доминируем,доминируете,доминируешь,доминирует,доміную,домінують,домінуємо,домінуєте,домінуєш,домінує
533,534,pop,pops,popping,popped,popped,поп,поп,поп,хлопают,поп,поп,поп,выскакивает,піп,ляскають,піп,піп,піп,вискакує
534,535,please,pleases,pleasing,pleased,pleased,будь ласка,пожалуйста,пожалуйста,пожалуйста,пожалуйста,пожалуйста,пожалуйста,нравится,будь,будь,будь,будь,будь,подобається
535,536,design,designs,designing,designed,designed,дизайн,дизайн,проектирую,проектируют,проектируем,дизайн,дизайн,разрабатывает,проектую,проектують,проектуємо,дизайн,дизайн,розробляє
536,537,intervene,intervenes,intervening,intervened,intervened,втручатися,вмешиваться,вмешиваюсь,вмешиваются,вмешиваемся,вмешиваться,вмешиваешься,вмешивается,втручаюсь,втручаються,втручаємося,втручатися,втручаєшся,втручається
537,538,yield,yields,yielding,yielded,yielded,врожайність,урожай,уступаю,дают,уступаем,даете,уступаешь,уступает,поступаюся,дають,поступаємося,даєте,поступаєшся,поступається
538,539,resign,resigns,resigning,resigned,resigned,піти у відставку,подать в отставку,ухожу,уходят,уходим,уходите,уходишь,уходит,йду,йдуть,йдемо,йдіть,йдеш,йде
539,540,spell,spells,spelling,spelled,spelled,заклинання,заклинание,заклинание,пишут,произносим,заклинание,заклинание,заклинания,заклинання,пишуть,вимовляємо,заклинання,заклинання,заклинання
540,541,shout,shouts,shouting,shouted,shouted,кричати,кричать,кричу,кричат,кричим,кричите,кричишь,кричит,кричу,кричать,кричимо,кричите,кричиш,кричить
541,542,stir,stirs,stirring,stirred,stirred,перемішати,помешивать,перемешиваю,перемешивают,перемешиваем,перемешиваете,перемешиваешь,шевелится,перемішую,перемішують,перемішуємо,перемішуєте,перемішуєш,ворушиться
542,543,spare,spares,sparing,spared,spared,запасний,запасной,экономлю,жалеют,экономим,запасаетесь,запасной,щадит,заощаджую,шкодують,заощаджуємо,запасаєтеся,запасний,щадить
543,544,estimate,estimates,estimating,estimated,estimated,кошторис,оценивать,оцениваю,оценивают,оцениваем,оцениваете,оцениваешь,оценивает,оцінюю,оцінюють,оцінюємо,оцінюєте,оцінюєш,оцінює
544,545,kick,kicks,kicking,kicked,kicked,удар ногою,пинать,пинаю,пинают,пинаем,пинаешь,пинаешь,пинает,штовхаю,штовхають,дорікаємо,штурхаєш,штурхаєш,штовхає
545,546,regret,regrets,regretting,regretted,regretted,жаль,сожалеть,сожалею,сожалеют,сожалеем,сожалеете,сожалеешь,сожалеет,жалкую,шкодують,шкодуємо,шкодуєте,шкодуєш,шкодує
546,547,offset,offsets,offsetting,offset,offset,зсув,компенсировать,компенсирую,компенсируют,компенсируем,смещение,зачет,компенсирует,компенсую,компенсують,компенсуємо,зміщення,залік,компенсує
547,548,list,lists,listing,listed,listed,список,список,перечисляю,перечисляют,перечисляем,список,список,перечисляет,перераховую,перераховують,перераховуємо,список,список,перераховує
548,549,dress,dresses,dressing,dressed,dressed,плаття,одеваться,одеваюсь,одеваются,одеваем,платье,платье,одевается,одягаюся,одягаються,одягаємо,плаття,сукня,одягається
549,550,declare,declares,declaring,declared,declared,заявляти,объявить,заявляю,заявляют,заявляем,объявляете,заявляешь,заявляет,заявляю,заявляють,заявляємо,оголошуєте,заявляєш,заявляє
550,551,assure,assures,assuring,assured,assured,запевняти,гарантировать,уверяю,уверяют,заверяем,уверяете,уверяешь,уверяет,запевняю,запевняють,запевняємо,запевняєте,запевняєш,запевняє
551,552,derive,derives,deriving,derived,derived,вивести,вывести,получаю,выводят,получаем,выводите,выводишь,выводит,отримую,виводять,отримуємо,виводите,виводиш,виводить
552,553,access,accesses,accessing,accessed,accessed,доступу,доступ,получаю,получают,получаем,доступ,доступ,получает,отримую,отримують,отримуємо,доступ,доступ,отримує
553,554,delay,delays,delaying,delayed,delayed,затримка,задерживать,задерживаю,задерживают,задерживаем,задерживаете,задерживаешь,задерживает,затримую,затримують,затримуємо,затримуєте,затримуєш,затримує
554,555,clarify,clarifies,clarifying,clarified,clarified,уточнити,объяснить,уточняю,уточняют,уточняем,уточняете,уточни,уточняет,уточнюю,уточнюють,уточнюємо,уточнюєте,уточни,уточнює
555,556,copy,copies,copying,copied,copied,копія,копировать,копирую,копируют,копируем,копируете,копируешь,копирует,копіюю,копіюють,копіюємо,копіюєте,копіюєш,копіює
556,557,favour,favours,favouring,favoured,favoured,користь,услуга,одобряю,одобряют,выступаем,одобряете,одобряешь,одобряет,схвалюю,схвалюють,виступаємо,схвалюєте,схвалюєш,схвалює
557,558,dig,digs,digging,dug,dug,копати,копать,копаю,копают,копаем,копаете,копаешь,копает,копаю,копають,копаємо,копаєте,копаєш,копає
558,559,respect,respects,respecting,respected,respected,повага,уважать,уважаю,уважают,уважаем,уважаете,уважаешь,уважает,поважаю,поважають,поважаємо,поважаєте,поважаєш,поважає
559,560,hand,hands,handing,handed,handed,руку,рука,вручаю,вручают,вручаем,рука,рука,руки,вручаю,вручають,вручаємо,рука,рука,руки
560,561,capture,captures,capturing,captured,captured,захоплення,захватывать,захватываю,захватывают,захватываем,захват,захватишь,захватывает,захоплюю,захоплюють,захоплюємо,захоплення,захопиш,захоплює
561,562,reinforce,reinforces,reinforcing,reinforced,reinforced,зміцнити,укреплять,укрепляю,укрепляют,усиливаем,укрепляете,укрепляешь,укрепляет,зміцнюю,зміцнюють,посилюємо,зміцнюєте,зміцнюєш,зміцнює
562,563,transform,transforms,transforming,transformed,transformed,трансформувати,трансформировать,трансформирую,превращаются,трансформируем,трансформируете,трансформируешь,трансформируется,трансформую,перетворюються,трансформуємо,трансформуєте,трансформуєш,трансформується
563,564,perceive,perceives,perceiving,perceived,perceived,сприймати,воспринимать,воспринимаю,воспринимают,воспринимаем,воспринимаете,воспринимаешь,воспринимает,сприймаю,сприймають,сприймаємо,сприймаєте,сприймаєш,сприймає
564,565,function,functions,functioning,functioned,functioned,функція,функция,функционирую,функционируют,работаем,функция,функция,работает,функціоную,функціонують,працюємо,функція,функція,працює
565,566,threaten,threatens,threatening,threatened,threatened,погрожувати,угрожать,угрожаю,угрожают,угрожаем,угрожаете,угрожаешь,угрожает,погрожую,загрожують,погрожуємо,загрожує,погрожуєш,загрожує
566,567,quit,quits,quitting,quit,quit,кинути,покидать,меня,уходят,уходим,увольняешься,уволился,уходит,мене,йдуть,йдемо,звільняєшся,звільнився,йде
567,568,accompany,accompanies,accompanying,accompanied,accompanied,супроводжувати,сопровождать,сопровождаю,сопровождают,сопровождаем,сопровождаете,сопровождаешь,сопровождает,супроводжую,супроводжують,супроводжуємо,супроводжуєте,супроводжуєш,супроводжує
568,569,swim,swims,swimming,swam,swum,плавати,плавать,плаваю,плавают,плаваем,плаваете,плаваешь,плавает,плаваю,плавають,плаваємо,плаваєте,плаваєш,плаває
569,570,fund,funds,funding,funded,funded,фонд,фонд,финансирую,финансируют,финансируем,фонд,фонд,финансирует,фінансую,фінансують,фінансуємо,фонд,фонд,фінансує
570,571,pack,packs,packing,packed,packed,упаковка,пакет,упаковываю,упаковывают,упаковываем,упаковываете,упаковываешь,упаковывает,упаковую,пакують,упаковуємо,упаковуєте,пакуєш,пакує
571,572,correct,corrects,correcting,corrected,corrected,правильно,правильный,исправляю,исправляют,исправляем,правильно,прав,исправляет,виправляю,виправляють,виправляємо,правильно,маєш,виправляє
572,573,cancel,cancels,cancelling,cancelled,cancelled,скасувати,отмена,отменяю,отменяют,отменяем,отменяете,отменил,отменяет,скасовую,скасовують,скасовуємо,скасовуєте,скасував,скасовує
573,574,sail,sails,sailing,sailed,sailed,вітрило,плыть,плыву,плывут,плывем,плывете,плывешь,плывет,пливу,пливуть,пливемо,пливете,пливеш,пливе
574,575,compensate,compensates,compensating,compensated,compensated,компенсувати,компенсировать,компенсирую,компенсируют,компенсируем,компенсируете,компенсируешь,компенсирует,компенсую,компенсують,компенсуємо,компенсуєте,компенсуєш,компенсує
575,576,steal,steals,stealing,stole,stolen,красти,воровать,ворую,крадут,воруем,украсть,украл,крадет,краду,крадуть,крадемо,вкрасти,вкрав,краде
576,577,undermine,undermines,undermining,undermined,undermined,підривати,подрывать,подрываю,подрывают,подрываем,подрываете,подрываешь,подрывает,підриваю,підривають,підриваємо,підриваєте,підриваєш,підриває
577,578,range,ranges,ranging,ranged,ranged,діапазон,диапазон,диапазон,варьируются,диапазон,диапазон,диапазон,колеблется,діапазон,варіюються,діапазон,діапазон,діапазон,вагається
578,579,feature,features,featuring,featured,featured,функція,особенность,представляю,имеют,показываем,особенность,особенность,показывает,уявляю,мають,показуємо,особливість,особливість,показує
579,580,oppose,opposes,opposing,opposed,opposed,протистояти,выступать против,против,выступают,выступаем,выступаете,против,выступает,проти,виступають,виступаємо,виступаєте,проти,виступає
580,581,locate,locates,locating,located,located,знайти,найти,нахожу,находят,находим,определяете,найдешь,находит,знаходжу,знаходять,знаходимо,визначаєте,знайдеш,знаходить
581,582,hurry,hurries,hurrying,hurried,hurried,поспішати,торопиться,спешу,торопятся,спешим,спешите,спешишь,спешит,поспішаю,поспішають,поспішаємо,поспішайте,поспішаєш,поспішає
582,583,tap,taps,tapping,tapped,tapped,кран,кран,нажимаю,постукивают,нажимаем,нажимаете,нажимаешь,постукивает,натискаю,постукують,натискаємо,натискаєте,натискаєш,постукує
583,584,broadcast,broadcasts,broadcasting,broadcast,broadcast,трансляція,транслировать,транслирую,транслируют,транслируем,транслируете,транслировал,вещает,транслюю,транслюють,транслюємо,транслюєте,транслював,мовить
584,585,sue,sues,suing,sued,sued,судитися,Сью,подаю,предъявляют,предъявляем,предъявляете,предъявляешь,судится,подаю,пред'являють,пред'являємо,пред'являєте,пред'являєш,позивається
585,586,store,stores,storing,stored,stored,зберігати,магазин,храню,хранят,храним,храните,хранишь,хранит,зберігаю,зберігають,зберігаємо,зберігаєте,зберігаєш,зберігає
586,587,trade,trades,trading,traded,traded,торгівля,торговля,торгую,торгуют,торгуем,торгуете,торгуешь,торгует,торгую,торгують,торгуємо,торгуєте,торгуєш,торгує
587,588,bid,bids,bidding,bid,bid,ставка,делать ставку,предлагаю,делают,предлагаем,предлагаете,сделал,предлагает,пропоную,роблять,пропонуємо,пропонуєте,зробив,пропонує
588,589,light,lights,lighting,lit,lit,світло,свет,зажигаю,зажигают,зажигаем,свет,свет,зажигает,запалюю,запалюють,запалюємо,світло,світло,запалює
589,590,slow,slows,slowing,slowed,slowed,повільний,медленный,медленно,замедляются,замедляемся,медленный,медленный,замедляется,повільно,сповільнюються,сповільнюємося,повільний,повільний,сповільнюється
590,591,concern,concerns,concerning,concerned,concerned,заклопотаність,беспокойство,беспокоюсь,касаются,беспокоимся,беспокоитесь,беспокоишься,касается,турбуюсь,стосуються,турбуємося,турбуєтеся,турбуєшся,стосується
591,592,dismiss,dismisses,dismissing,dismissed,dismissed,звільнити,увольнять,отклоняю,увольняют,увольняем,уволить,увольняешь,увольняет,відхиляю,звільняють,звільняємо,звільнити,звільняєш,звільняє
592,593,swear,swears,swearing,swore,sworn,лаятись,ругаться,клянусь,клянутся,клянемся,клянетесь,клянешься,клянется,присягаюсь,клянуться,клянемося,клянетесь,клянешся,клянеться
593,594,highlight,highlights,highlighting,highlighted,highlighted,підсвічувати,выделять,выделяю,подчеркивают,выделяем,выделяете,выделяешь,подчеркивает,виділяю,підкреслюють,виділяємо,виділяєте,виділяєш,підкреслює
594,595,repair,repairs,repairing,repaired,repaired,ремонт,ремонт,ремонтирую,ремонтируют,ремонтируем,ремонт,ремонтируешь,ремонтирует,ремонтую,ремонтують,ремонтуємо,ремонт,ремонтуєш,ремонтує
595,596,conform,conforms,conforming,conformed,conformed,відповідати,соответствовать,соответствую,соответствуют,соответствуем,соответствуете,соответствуешь,соответствует,відповідаю,відповідають,відповідаємо,відповідаєте,відповідаєш,відповідає
596,597,amount,amounts,amounting,amounted,amounted,сума,количество,сумма,составляют,составим,сумма,сумма,составляет,сума,становлять,складемо,сума,сума,складає
597,598,attach,attaches,attaching,attached,attached,прикріпити,прикреплять,прилагаю,прикрепляются,прикрепляем,прикрепите,прикрепляешь,прикрепляет,докладаю,прикріплюються,прикріплюємо,прикріпите,прикріплюєш,прикріплює
598,599,dream,dreams,dreaming,dreamed,dreamed,сон,мечтать,мечтаю,мечтают,мечтаем,мечтаешь,мечтаешь,мечтает,мрію,мріють,мріємо,мрієш,мрієш,мріє
599,600,rush,rushes,rushing,rushed,rushed,поспіх,торопиться,спешу,спешат,спешим,спешите,спешишь,спешит,поспішаю,поспішають,поспішаємо,поспішайте,поспішаєш,поспішає
600,601,absorb,absorbs,absorbing,absorbed,absorbed,поглинати,поглощать,поглощаю,поглощают,поглощаем,поглощаете,поглощаешь,поглощает,поглинаю,поглинають,поглинаємо,поглинаєте,поглинаєш,поглинає
601,602,sink,sinks,sinking,sank,sunk,раковина,раковина,тону,тонут,тонем,тонете,тонешь,тонет,потопаю,тонуть,тонемо,тонете,тонеш,тоне
602,603,grab,grabs,grabbing,grabbed,grabbed,схопити,схватить,хватаю,хватают,хватаем,хватаете,хватаешь,хватает,хапаю,хапають,хапаємо,вистачаєте,хапаєш,вистачає
603,604,calm,calms,calming,calmed,calmed,спокійний,спокойствие,успокаиваю,успокаивают,успокаиваем,спокойны,спокоен,успокаивает,заспокоюю,заспокоюють,заспокоюємо,спокійні,спокійний,заспокоює
604,605,protest,protests,protesting,protested,protested,протестувати,акция протеста,протестую,протестуют,протестуем,протестуете,протестуешь,протестует,протестую,протестують,протестуємо,протестуєте,протестуєш,протестує
605,606,balance,balances,balancing,balanced,balanced,баланс,баланс,балансирую,уравновешивают,балансируем,баланс,баланс,уравновешивает,балансую,врівноважують,балансуємо,баланс,баланс,врівноважує
606,607,beg,begs,begging,begged,begged,просити,очень прошу,умоляю,умоляют,умоляем,умоляю,умоляешь,умоляет,благаю,благають,благаємо,благаю,благаєш,благає
607,608,install,installs,installing,installed,installed,встановити,установить,устанавливаю,устанавливают,устанавливаем,устанавливаете,устанавливаешь,устанавливает,встановлюю,встановлюють,встановлюємо,встановлюєте,встановлюєш,встановлює
608,609,advance,advances,advancing,advanced,advanced,заздалегідь,продвигать,продвигаюсь,продвигаются,продвигаемся,заранее,заранее,продвигается,просуюсь,просуваються,просуваємося,заздалегідь,заздалегідь,просувається
609,610,fire,fires,firing,fired,fired,вогонь,огонь,стреляю,стреляют,стреляем,стреляете,огонь,стреляет,стріляю,стріляють,стріляємо,стріляєте,вогонь,стріляє
610,611,block,blocks,blocking,blocked,blocked,блокувати,блокировать,блокирую,блокируют,блокируем,блокируете,блокируешь,блокирует,блокую,блокують,блокуємо,блокуєте,блокуєш,блокує
611,612,aid,aids,aiding,aided,aided,допомога,помогать,помогаю,помогают,помогаем,помощь,помогаешь,помогает,допомагаю,допомагають,допомагаємо,допомогу,допомагаєш,допомагає
612,613,flow,flows,flowing,flowed,flowed,потік,поток,теку,текут,течем,течете,течь,течет,теку,течуть,течем,течете,текти,тече
613,614,drag,drags,dragging,dragged,dragged,перетягнути,тащить,перетаскиваю,тянут,тащим,тащите,тянешь,тащит,перетягую,тягнуть,тягнемо,тягнете,тягнеш,тягне
614,615,correspond,corresponds,corresponding,corresponded,corresponded,листуватися,вести переписку,переписываюсь,соответствуют,переписываемся,переписываетесь,переписываешься,соответствует,листуюсь,відповідають,листуємося,переписуєтеся,переписуєшся,відповідає
615,616,pose,poses,posing,posed,posed,поза,поза,позирую,позируют,позируем,позируете,позируешь,позирует,позирую,позують,позуємо,постановляєте,позуєш,позує
616,617,admire,admires,admiring,admired,admired,захоплюватися,восхищаться,восхищаюсь,восхищаются,восхищаемся,восхищаетесь,восхищаешься,восхищается,захоплююся,захоплюються,захоплюємося,захоплюєтеся,захоплюєшся,захоплюється
617,618,relieve,relieves,relieving,relieved,relieved,полегшувати,облегчить,облегчаю,облегчают,освобождаем,снимаете,облегчаешь,облегчает,полегшую,полегшують,звільняємо,знімаєте,полегшуєш,полегшує
618,619,reverse,reverses,reversing,reversed,reversed,зворотний,обеспечить регресс,наоборот,переворачивают,обращаем,реверс,реверс,переворачивает,навпаки,перевертають,звертаємо,реверс,реверс,перевертає
619,620,time,times,timing,timed,timed,час,время,время,время,время,время,время,раз,час,час,час,час,час,разів
620,621,combat,combats,combatting,combatted,combatted,бойовий,бой,сражаюсь,сражаются,боремся,бой,бой,борется,борюся,борються,боремося,бій,бій,бореться
621,622,integrate,integrates,integrating,integrated,integrated,інтегрувати,интегрировать,интегрирую,объединяют,интегрируем,интегрируете,интегрируешь,объединяет,інтегрую,об'єднують,інтегруємо,інтегруєте,інтегруєш,об'єднує
622,623,disagree,disagrees,disagreeing,disagreed,disagreed,не згоден,не согласен,не,не,не,не,не,не,не,не,не,не,не,не
